SiteId,SiteLocation,TravelDirection,Year,Month,AvgSunday,AvgMonday,AvgTuesday,AvgWednesday,AvgThursday,AvgFriday,AvgSaturday,AvgDay,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,VehicleClassificationType
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2014,10,25537,12482,10795,11066,12744,16444,15296,14909,4.82,15.88,2.24,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2014,11,14631,11287,10932,13883,11445,16759,13257,13171,4.92,9.02,8.27,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2014,11,18352,10530,10936,12201,10596,13845,14206,12952,3.90,13.69,2.06,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2014,12,12266,11888,10754,10863,10256,16146,11942,12016,4.71,10.67,9.11,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2014,12,14908,11109,10743,10688,10065,13860,12517,11984,3.08,15.50,2.28,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,1,12793,11028,8509,9326,10134,15408,13731,11561,4.62,10.79,9.83,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,1,14576,10465,7066,8881,10269,12782,14017,11151,3.18,15.74,2.24,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,2,15132,12327,9326,9093,10561,14932,12258,11947,3.32,15.31,2.16,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,3,16637,12259,10483,10967,13315,19850,15393,14129,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,3,20414,11505,10145,10465,12715,16393,15183,13831,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,4,17009,13365,11304,11939,14368,23476,16177,15377,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,4,24500,12989,10783,11303,13137,17203,15327,15035,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,5,17580,14440,12178,12539,17304,27463,19778,17326,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,5,26810,19811,14078,12031,14208,18320,17078,17477,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,6,21090,16544,14622,15551,19046,29326,21862,19720,5.21,11.17,3.65,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,6,32630,17041,14281,14826,15981,19892,20220,19267,4.73,12.26,1.55,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,7,21872,17466,14705,16703,22467,29098,20624,20419,5.46,10.99,3.59,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,7,33362,19054,14706,15437,17404,21082,18820,19981,4.87,12.05,1.57,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,8,22019,17322,15390,16511,19650,27997,22599,20213,5.21,10.72,3.74,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,8,32021,18594,14856,15347,17125,21139,20584,19952,5.02,11.58,1.58,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,9,18216,15559,13409,13442,16889,27814,22356,18241,5.53,12.19,4.50,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,9,27452,19242,13086,12521,14550,18619,18622,17727,4.95,13.35,1.80,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,10,18129,13598,12192,12375,14988,24876,18083,16320,5.37,12.82,4.96,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,10,26812,13970,11700,11816,13330,17218,16976,15975,4.70,14.36,1.91,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,11,17504,12332,11261,15020,13101,19815,15836,14981,4.21,12.00,5.07,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,11,22250,11557,11055,13518,12085,16127,16887,14783,3.82,13.68,1.88,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2015,12,14039,11128,12170,11753,9887,12537,16881,12628,3.60,12.54,4.94,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2015,12,16391,11215,11729,11582,9353,11457,16165,12556,2.90,14.09,1.99,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,1,17353,12100,9258,10219,11415,19001,18490,13977,3.22,11.62,4.57,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,1,20755,12743,8185,9187,10635,14895,18331,13533,2.78,12.82,1.78,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,2,17717,13234,10882,10829,12046,18794,19102,14658,3.63,11.98,5.31,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,2,20514,13174,10876,10188,11750,16669,17786,14422,3.01,14.09,1.88,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,3,18528,13027,11052,11713,14364,21617,18551,15550,4.18,12.77,5.61,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,3,22697,12399,10502,11472,13237,17675,17999,15140,3.57,14.91,2.03,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,4,18913,13436,11954,12625,15127,24746,18849,16521,4.82,11.63,4.86,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,4,26676,13339,11396,12049,13840,17952,17495,16107,4.24,13.66,1.80,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,5,18357,14733,12715,13184,18029,29163,21230,18202,5.29,11.42,4.31,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,5,28114,18962,13914,12689,14535,19287,18110,17944,4.86,12.94,1.57,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,6,21035,16659,14719,15461,20055,29784,22041,19965,5.51,11.37,4.27,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,6,33246,17540,14447,14610,16446,19830,19608,19390,4.88,12.99,1.68,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,7,21424,16827,16686,16988,20993,31476,25143,21362,5.53,9.99,3.41,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,7,32407,20795,17963,16240,17298,21455,21407,21081,5.04,11.09,1.32,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,8,23468,18501,15860,16570,21599,31507,24916,21774,5.55,10.76,3.96,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,8,34720,21039,15567,14665,18692,21966,22246,21271,5.23,11.98,1.65,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,9,19840,16605,14143,14014,17881,28871,23238,19227,5.65,11.73,4.19,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,9,29461,20956,14397,13138,15382,19535,19644,18930,5.57,12.15,1.72,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,10,16961,13463,12456,12922,15277,24665,17512,16179,5.31,12.48,5.38,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,10,25686,13900,12185,12476,13770,17516,16048,15940,5.50,13.39,1.80,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,11,17218,12672,12362,14775,14860,20722,15653,15466,4.32,12.37,5.64,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,11,22508,12575,12206,12608,12788,16988,18428,15443,4.37,13.86,1.84,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2016,12,13704,14465,12128,14571,13890,18387,15494,14663,3.56,11.32,4.87,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2016,12,15800,14157,11541,14754,13447,15638,14856,14313,2.69,11.12,1.77,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2017,1,16859,13645,10403,10586,12008,18279,17704,14212,3.24,12.36,5.20,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2017,1,19774,15335,9753,10061,11145,14018,16556,13806,2.78,14.01,1.96,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2017,2,15766,10624,11191,10096,9388,18035,16575,13096,3.82,13.29,5.70,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2017,2,18304,10487,10823,9628,12154,14323,15417,13019,2.45,10.11,1.56,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2017,5,20688,17004,14702,14620,21157,32414,24024,20658,5.78,9.97,4.39,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2017,5,28748,23026,15016,13098,15233,19506,18556,19026,5.48,10.18,4.48,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2017,10,17357,14150,12155,13192,15415,23459,17206,16133,4.52,10.95,6.05,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2017,10,24775,13879,11982,12405,14356,18309,16643,16050,4.89,13.49,3.18,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2017,11,17168,12650,11797,14212,13009,19349,15148,14762,5.03,11.34,7.16,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2017,11,20074,12668,11543,12879,12049,15954,16802,14567,4.93,13.58,4.59,Vehicle Length Classification
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Eastbound,2017,12,14771,11879,13202,13951,14485,17256,18262,14829,,,,
S901,"On SR 090 at milepost 47.71 A: AT TINKHAM ROAD UXING - TINKHAM                             ",Westbound,2017,12,17353,11481,13302,13673,13983,14706,17836,14619,2.91,12.00,2.66,Vehicle Length Classification
